Id,Tehsil,Type,Name,Population
1661,Garhakota,Village,Birpati,406
1662,Garhakota,Village,Boma,336
1663,Garhakota,Village,Boma,293
1664,Garhakota,Village,Borai,1505
1665,Garhakota,Village,Chainpura,325
1666,Garhakota,Village,Chakk Parasiya,54
1667,Garhakota,Village,Chanauva Bujurg,1525
1668,Garhakota,Village,Chanauva Khurd,512
1669,Garhakota,Village,Chandola,747
1670,Garhakota,Village,Chandrapura,572
1671,Garhakota,Village,Charkhari,939
1672,Garhakota,Village,Chhulla,2626
1673,Garhakota,Village,Choka,715
1674,Garhakota,Village,Chourai,1726
1675,Garhakota,Village,Darariya,1409
1676,Garhakota,Village,Datpura,771
1677,Garhakota,Village,Deopura,496
1678,Garhakota,Village,Deowalpani,322
1679,Garhakota,Village,Dudkhera,294
1680,Garhakota,Village,Gangapur,161
1681,Garhakota,Village,Garh Semara,202
1682,Garhakota,Village,Ghogra,1532
1683,Garhakota,Village,Hardi,2528
1684,Garhakota,Village,Hinota,219
1685,Garhakota,Village,Jariya Khiriya,876
1686,Garhakota,Village,Jhagri,716
1687,Garhakota,Village,Jhunda,1166
1688,Garhakota,Village,Kadala,731
1689,Garhakota,Village,Kajrawan,191
1690,Garhakota,Village,Kanmadh,76
1691,Garhakota,Village,Kekara,1020
1692,Garhakota,Village,Kesali,38
1693,Garhakota,Village,Khadi,2
1694,Garhakota,Village,Khanpura,507
1695,Garhakota,Village,Kharotala,509
1696,Garhakota,Village,Khejra,952
1697,Garhakota,Village,Khera,730
1698,Garhakota,Village,Khiriya Khawas,513
1699,Garhakota,Village,Khumeriya,124
1700,Garhakota,Village,Kudai,523
1701,Garhakota,Village,Kumeriya,1283
1702,Garhakota,Village,Kumrai,2142
1703,Garhakota,Village,Kunwarpur,561
1704,Garhakota,Village,Madho,643
1705,Garhakota,Village,Madiya Agrasen,2100
1706,Garhakota,Village,Madiya Askarn,223
1707,Garhakota,Village,Madiya Khurd,120
1708,Garhakota,Village,Magardha,860
1709,Garhakota,Village,Mahesha Khurd,238
1710,Garhakota,Village,Mahuwa Semara,548
1711,Garhakota,Village,Majhguwan,171
1712,Garhakota,Village,Manegaon,62
1713,Garhakota,Village,Manegaon,109
1714,Garhakota,Village,Mothar Nayak,869
1715,Garhakota,Village,Murga,488
1716,Garhakota,Village,Pachara,445
1717,Garhakota,Village,Padquari,534
1718,Garhakota,Village,Pahred,675
1719,Garhakota,Village,Parasiya,2139
1720,Garhakota,Village,Pateriya,135
1721,Garhakota,Village,Phular,1729
1722,Garhakota,Village,Pipariya Ahir,549
1723,Garhakota,Village,Pipariya Bhatoli,1311
1724,Garhakota,Village,Pipariya Digarra,1851
1725,Garhakota,Village,Pipariya Ghat,644
1726,Garhakota,Village,Pipariya Gupal,1844
1727,Garhakota,Village,Raguwan,1590
1728,Garhakota,Village,Raja Khedi,292
1729,Garhakota,Village,Ranguwan,1212
1730,Garhakota,Village,Ratnari,1288
1731,Garhakota,Village,Ron,2123
1732,Garhakota,Village,Sagoni Baleh,184
1733,Garhakota,Village,Sanjara,1829
1734,Garhakota,Village,Sevas,1113
1735,Garhakota,Village,Simariya Baleh,252
1736,Garhakota,Village,Singpur,288
1737,Garhakota,Village,Sodani,253
1738,Garhakota,Village,Sorkhi,111
1739,Garhakota,Village,Surajpura,605
1740,Garhakota,Village,Swaker,455
1741,Garhakota,Village,Tada,2682
1742,Garhakota,Village,Tal Semara,1600
1743,Garhakota,Village,Udaipura,1581
1744,Garhakota,Village,Umara,2613
1745,Garhakota,Village,Vijaypura,443
1746,Garhakota,Village,Vijaypura,742
1747,Kesli,Village,Adharpur,265
1748,Kesli,Village,Alanpur,394
1749,Kesli,Village,Amakhoh,608
1750,Kesli,Village,Amoda,730
1751,Kesli,Village,Anghori,809
1752,Kesli,Village,Arjuni,802
1753,Kesli,Village,Bagadri Khurd,537
1754,Kesli,Village,Baghwara,737
1755,Kesli,Village,Bamhori,400
1756,Kesli,Village,Bamhori,1302
1757,Kesli,Village,Bamhori,605
1758,Kesli,Village,Bankori,948
1759,Kesli,Village,Barkoti Khurd,1028
1760,Kesli,Village,Basa,534
1761,Kesli,Village,Bedar Pipariya,995
1762,Kesli,Village,Berkheri,319
1763,Kesli,Village,Bersala,233
1764,Kesli,Village,Bhajiya,3
1765,Kesli,Village,Bhardi,787
1766,Kesli,Village,Bhilaiya,404
1767,Kesli,Village,Bhirmakheda,258
1768,Kesli,Village,Bhonhara,307
1769,Kesli,Village,Bhonhara,748
1770,Kesli,Village,Bhusaura,1585
1771,Kesli,Village,Bilaiki,169
1772,Kesli,Village,Bilhari,1313
1773,Kesli,Village,Chakk Bilaiki,227
1774,Kesli,Village,Chakk Dhilwar,220
1775,Kesli,Village,Chakk Hiranpur,32
1776,Kesli,Village,Chameli Khapa,703
1777,Kesli,Village,Chandrapur,83
1778,Kesli,Village,Chandrapura,179
1779,Kesli,Village,Chauka,1112
1780,Kesli,Village,Chilgarh,55
1781,Kesli,Village,Chirai,549
1782,Kesli,Village,Choura Dongri,626
1783,Kesli,Village,Dalpatpur,300
1784,Kesli,Village,Daori,11
1785,Kesli,Village,Dehchuli,239
1786,Kesli,Village,Dehchuwa,935
1787,Kesli,Village,Deori Kalan,318
1788,Kesli,Village,Deori Khurd,201
1789,Kesli,Village,Deori Naharmau,1330
1790,Kesli,Village,Dhaawai,952
1791,Kesli,Village,Dhanguwan,309
1792,Kesli,Village,Dilahri,426
1793,Kesli,Village,Doma,1478
1794,Kesli,Village,Dudhwara,542
1795,Kesli,Village,Duhli,527
1796,Kesli,Village,Dungariya,612
1797,Kesli,Village,Dungariya,495
1798,Kesli,Village,Gatauri Pana,902
1799,Kesli,Village,Ghana,1742
1800,Kesli,Village,Ghana,369
1801,Kesli,Village,Ghat Kheri,604
1802,Kesli,Village,Ghoghari,19
1803,Kesli,Village,Gogai,653
1804,Kesli,Village,Gutauri Bairagi,39
1805,Kesli,Village,Gutauri Deori,466
1806,Kesli,Village,Hinotiya,374
1807,Kesli,Village,Hiranpur,363
1808,Kesli,Village,Hiranpur Churrka,276
1809,Kesli,Village,Indalpur,869
1810,Kesli,Village,Indalpur,132
1811,Kesli,Village,Jaithari,264
1812,Kesli,Village,Jaitpur,1844
1813,Kesli,Village,Jamunia,683
1814,Kesli,Village,Jamuniya,662
1815,Kesli,Village,Jamuniyachikhli,862
1816,Kesli,Village,Jamunpani,346
1817,Kesli,Village,Janakpur,1415
1818,Kesli,Village,Jaruwa,358
1819,Kesli,Village,Jhamra Mauar,575
1820,Kesli,Village,Jhiriya,713
1821,Kesli,Village,Jhiriya,785
1822,Kesli,Village,Jolanpur,575
1823,Kesli,Village,Juniya,455
1824,Kesli,Village,Kachhawa,564
1825,Kesli,Village,Kanjera Tuti,470
1826,Kesli,Village,Kenkara,335
1827,Kesli,Village,Keolari Kalan,2273
1828,Kesli,Village,Keolari Khurd,302
1829,Kesli,Village,Kerpani,578
1830,Kesli,Village,Kesali,8586
1831,Kesli,Village,Khairi,313
1832,Kesli,Village,Khairi,430
1833,Kesli,Village,Khajuriya,347
1834,Kesli,Village,Khamriya,2180
1835,Kesli,Village,Khapra Kheda,246
1836,Kesli,Village,Khar Khari,590
1837,Kesli,Village,Khatola,401
1838,Kesli,Village,Kheri Kalan,1143
1839,Kesli,Village,Kheri Khurd,272
1840,Kesli,Village,Kirkota,362
1841,Kesli,Village,Kishanpur,570
1842,Kesli,Village,Kukaryau,36
1843,Kesli,Village,Kukwara,615
1844,Kesli,Village,Kuldongri,176
1845,Kesli,Village,Kusmi,1241
1846,Kesli,Village,Madanpur,140
1847,Kesli,Village,Madni,223
1848,Kesli,Village,Mahka,414
1849,Kesli,Village,Mahka,573
1850,Kesli,Village,Mahua Kheda,1200
1851,Kesli,Village,Mandki,1135
1852,Kesli,Village,Mangela,700
1853,Kesli,Village,Mankapur,534
1854,Kesli,Village,Maramadho,1167
1855,Kesli,Village,Mihguwan,169
1856,Kesli,Village,Minhda,213
1857,Kesli,Village,Mohasa,1286
1858,Kesli,Village,Muderi,380
1859,Kesli,Village,Muhli,718
1860,Kesli,Village,Nabalpur,952
1861,Kesli,Village,Naharmau,2097
1862,Kesli,Village,Nandiya,553
1863,Kesli,Village,Narayanpur,1159
1864,Kesli,Village,Nayanagar,1450
1865,Kesli,Village,Neguwan,205
1866,Kesli,Village,Niwari Kalan,271
1867,Kesli,Village,Niwari Khurd,208
1868,Kesli,Village,Nonpur,368
1869,Kesli,Village,Padrai,2
1870,Kesli,Village,Padrai Kalan,315
1871,Kesli,Village,Paloh,715
1872,Kesli,Village,Patha Khurd,1271
1873,Kesli,Village,Pathakalan,600
1874,Kesli,Village,Patna,802
1875,Kesli,Village,Patna Deori,1013
1876,Kesli,Village,Patna Khurd,2288
1877,Kesli,Village,Pipariya,454
1878,Kesli,Village,Pipariya,625
1879,Kesli,Village,Pipariya,22
1880,Kesli,Village,Pipariya Mahka,86
1881,Kesli,Village,Pipariya Toda,324
1882,Kesli,Village,Pipariya Udebhan,358
1883,Kesli,Village,Poundi,258
1884,Kesli,Village,Putarra,284
1885,Kesli,Village,Putrra,939
1886,Kesli,Village,Ramgarha,463
1887,Kesli,Village,Ramkheri,168
1888,Kesli,Village,Ramkheri,823
1889,Kesli,Village,Rampatan,27
1890,Kesli,Village,Ranipura,228
1891,Kesli,Village,Rehli Kheda,66
1892,Kesli,Village,Rengajholi,204
1893,Kesli,Village,Sagoni Sohagpur,826
1894,Kesli,Village,Sahajpur,3865
1895,Kesli,Village,Sahajpur,529
1896,Kesli,Village,Sahajpuri,534
1897,Kesli,Village,Samnapur,557
1898,Kesli,Village,Saraivan,671
1899,Kesli,Village,Sardai,831
1900,Kesli,Village,Sariapani,530
1901,Kesli,Village,Saudhana,267
1902,Kesli,Village,Semara,499
1903,Kesli,Village,Simariya Dubey,206
1904,Kesli,Village,Singpur Satguan,1036
1905,Kesli,Village,Sonpur,537
1906,Kesli,Village,Suatala,107
1907,Kesli,Village,Surajpura,72
1908,Kesli,Village,Tada,3149
1909,Kesli,Village,Tekapar,93
1910,Kesli,Village,Tendudabar,826
1911,Kesli,Village,Thawari,546
1912,Kesli,Village,Thawari,797
1913,Kesli,Village,Todka,295
1914,Kesli,Village,Tulsipar,508
1915,Kesli,Village,Tulsipar,95
1916,Kesli,Village,Tumri,748
1917,Kesli,Village,Udaipur,399
1918,Kesli,Village,Umariya,74
1919,Kesli,Village,Umariya,1067
1920,Kesli,Village,Untkata,596
1921,Kesli,Village,Untkata,585
